Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Propertycount
1,240000,5.2,3056,1,1,1,0,0,0,-37.777599,144.963303,11918
4,1175000,5.2,3056,4,1,2,319,1,0,-37.776299,144.954895,11918
4,1217000,5.2,3056,4,1,0,363,127,1920,-37.7621,144.950607,11918
3,1020000,5.2,3056,3,1,3,308,119,1943,-37.7649,144.964096,11918
2,1180000,5.2,3056,2,1,1,0,0,2010,-37.7738,144.958496,11918
3,1340000,5.2,3056,3,1,1,316,132,1910,-37.774101,144.970306,11918
4,1410000,5.2,3056,4,2,1,460,214,1916,-37.755402,144.954407,11918
3,1550000,5.2,3056,3,1,1,346,126,1900,-37.7738,144.969498,11918
3,740000,5.2,3056,3,2,1,4676,122,2010,-37.7687,144.964905,11918
3,947000,5.2,3056,3,1,2,996,0,0,-37.756401,144.952698,11918
2,592500,5.2,3056,2,1,2,0,89,2002,-37.770599,144.9608,11918
3,1317000,5.2,3056,3,1,1,480,0,0,-37.763901,144.966003,11918
1,370000,5.2,3056,1,1,1,0,54,1965,-37.7775,144.960693,11918
2,765000,5.2,3056,2,1,1,199,120,1880,-37.758999,144.959702,11918
1,772000,5.2,3056,1,1,1,147,82,1890,-37.764301,144.958405,11918
3,1210000,5.2,3056,3,2,1,280,130,1890,-37.7719,144.966095,11918
4,1755000,5.2,3056,4,2,1,354,199,1910,-37.774502,144.952301,11918
2,1073000,5.2,3056,2,1,1,182,0,0,-37.762901,144.968002,11918
3,1080000,5.2,3056,3,2,1,316,0,0,-37.764301,144.971298,11918
2,945000,5.2,3056,2,1,2,246,103,1910,-37.775002,144.953598,11918
2,755000,5.2,3056,2,1,1,159,157,1930,-37.765598,144.956207,11918
2,521500,5.9,3055,2,1,1,0,69,1960,-37.768002,144.940796,7082
2,320000,5.9,3055,2,1,1,0,0,1980,-37.7514,144.928802,7082
3,1190000,5.9,3055,3,1,1,0,119,1920,-37.756401,144.9422,7082
3,942000,5.9,3055,3,1,0,358,0,0,-37.764198,144.949295,7082
2,471000,5.9,3055,2,1,1,564,60,1970,-37.766499,144.942505,7082
2,473000,5.9,3055,2,1,2,568,0,0,-37.7682,144.9422,7082
3,1200000,5.9,3055,3,1,1,600,0,0,-37.769001,144.9478,7082
4,930000,5.9,3055,4,2,2,299,0,0,-37.764,144.945404,7082
1,265000,5.9,3055,1,1,1,0,42,2000,-37.758598,144.945206,7082
3,955000,5.9,3055,3,1,0,220,93,1930,-37.7659,144.949402,7082
5,1350000,5.9,3055,5,2,2,510,321,1997,-37.758099,144.941406,7082
2,380000,5.9,3055,2,1,1,0,85,1970,-37.7607,144.939301,7082
1,300000,5.9,3055,1,1,0,0,37,1960,-37.776299,144.947006,7082
3,810000,5.9,3055,3,1,2,349,95,1950,-37.7589,144.936798,7082
2,380000,5.9,3055,2,1,1,0,0,1970,-37.759399,144.942703,7082
3,793000,5.9,3055,3,1,0,275,119,1935,-37.763,144.943893,7082
2,400000,5.9,3055,2,1,1,73,64,1960,-37.7528,144.936798,7082
2,400500,5.9,3055,2,1,1,0,70,2013,-37.758202,144.940002,7082
3,797500,5.9,3055,3,2,2,262,155,2010,-37.7519,144.932404,7082
2,435000,5.9,3055,2,1,1,0,0,2002,-37.772701,144.949707,7082
3,920000,5.9,3055,3,1,2,501,0,0,-37.752998,144.942093,7082
3,1172000,5.9,3055,3,1,2,512,0,0,-37.775799,144.943497,7082
3,1300000,5.9,3055,3,1,2,364,135,1900,-37.761799,144.949707,7082
3,1330000,5.9,3055,3,1,2,353,101,1930,-37.764,144.942795,7082
3,1245000,5.9,3055,3,1,1,412,0,1934,-37.761799,144.945496,7082
2,900000,5.9,3055,2,1,1,410,0,0,-37.761299,144.944595,7082
7,1205000,5.9,3055,7,3,1,447,287,1982,-37.763401,144.940308,7082
2,380000,5.9,3055,2,1,1,0,62,1970,-37.767601,144.939407,7082
3,1095000,5.9,3055,3,1,1,411,168,1935,-37.7728,144.9478,7082
2,680000,5.9,3055,2,1,1,0,82,1970,-37.771999,144.940598,7082
2,711000,5.9,3055,2,1,1,177,87,1910,-37.761902,144.941193,7082
2,910000,5.9,3055,2,1,4,576,0,0,-37.757801,144.943893,7082
3,1186000,5.9,3055,3,1,3,608,0,0,-37.769402,144.944794,7082
2,500000,5.9,3055,2,1,1,0,75,1970,-37.759499,144.943604,7082
2,1005000,5.9,3055,2,1,1,284,0,1926,-37.764599,144.947601,7082
2,385000,5.9,3055,2,1,1,0,62,1970,-37.768799,144.942093,7082
2,656000,5.9,3055,2,1,1,0,0,0,-37.760899,144.942505,7082
2,370000,5.9,3055,2,1,1,2120,59,1960,-37.752399,144.934692,7082
1,320000,5.9,3055,1,1,1,0,43,1970,-37.766102,144.9422,7082
4,988000,5.9,3055,4,1,1,384,0,0,-37.7733,144.949097,7082
2,400000,5.9,3055,2,1,1,0,0,0,-37.7752,144.946304,7082
1,330000,5.9,3055,1,1,1,0,42,1970,-37.774799,144.948303,7082
5,1200000,5.9,3055,5,2,3,553,193,1920,-37.757599,144.934799,7082
2,537000,5.9,3055,2,1,1,501,66,1960,-37.774101,144.944901,7082
3,910000,5.9,3055,3,1,2,717,141,1950,-37.752499,144.932098,7082
1,285000,5.9,3055,1,1,1,0,45,1970,-37.767502,144.938995,7082
4,921500,5.9,3055,3,1,1,575,165,1930,-37.7575,144.940201,7082
3,995000,5.9,3055,3,1,2,505,0,0,-37.757,144.944595,7082
3,901000,5.9,3055,3,1,4,357,0,0,-37.762001,144.949707,7082
2,1315000,5.9,3055,2,1,2,554,116,1930,-37.7715,144.942596,7082
2,370000,5.9,3055,2,1,1,0,65,1970,-37.760601,144.944305,7082
2,735000,5.9,3055,2,1,2,120,109,2004,-37.7659,144.9487,7082
4,1000000,5.9,3055,3,1,1,589,148,1935,-37.762798,144.945908,7082
1,252000,5.9,3055,1,1,1,0,45,1970,-37.758598,144.943298,7082
4,1700000,5.9,3055,4,2,2,621,184,1920,-37.776402,144.947906,7082
2,820000,5.9,3055,3,1,1,206,98,1900,-37.760399,144.948807,7082
2,370000,5.9,3055,2,1,1,0,65,1970,-37.7686,144.942093,7082
2,484000,5.9,3055,2,1,1,0,65,1950,-37.754299,144.938507,7082
3,815000,5.9,3055,3,1,2,157,123,1999,-37.765202,144.945404,7082
3,1150000,5.9,3055,3,1,2,726,0,1950,-37.7747,144.942093,7082
1,351000,5.9,3055,1,1,1,0,0,0,-37.761398,144.939301,7082
4,1150000,5.9,3055,4,1,2,519,169,1910,-37.7747,144.947403,7082
2,598000,5.9,3055,2,1,1,69,0,2009,-37.765999,144.943893,7082
2,497000,5.9,3055,2,1,1,0,84,1977,-37.764702,144.941193,7082
2,403000,5.9,3055,2,1,2,0,0,0,-37.764301,144.947693,7082
2,440000,5.9,3055,2,1,1,0,62,1960,-37.757702,144.935394,7082
2,816000,5.9,3055,3,2,1,343,115,1930,-37.755199,144.945801,7082
4,1585000,5.9,3055,4,1,2,562,0,1920,-37.758301,144.942795,7082
4,970000,5.9,3055,4,3,2,499,150,1925,-37.753799,144.944,7082
3,851000,11.8,3105,3,1,2,385,140,2000,-37.759899,145.0849,4480
4,1300000,11.8,3105,4,1,2,717,180,1960,-37.760799,145.086197,4480
4,1110000,11.8,3105,3,2,2,562,0,0,-37.762798,145.099396,4480
4,1235000,11.8,3105,4,2,2,556,214,1957,-37.765701,145.095703,4480
4,1505000,11.8,3105,4,3,2,410,0,2012,-37.769501,145.082001,4480
4,1303000,11.8,3105,4,2,2,670,197,1980,-37.769501,145.086899,4480
5,1336000,11.8,3105,5,3,3,736,0,0,-37.768299,145.088104,4480
3,880000,11.8,3105,3,2,2,514,190,1960,-37.768299,145.095901,4480
3,980000,11.8,3105,3,1,1,701,0,0,-37.7729,145.098007,4480
3,975000,11.8,3105,3,2,2,632,226,2013,-37.7813,145.102005,4480
3,1127000,11.8,3105,3,1,2,631,0,0,-37.777802,145.090103,4480
3,990000,11.8,3105,3,2,1,585,180,1950,-37.768902,145.098999,4480
4,1401000,11.8,3105,5,2,2,617,0,0,-37.758202,145.088898,4480
3,1340000,11.8,3105,2,1,2,775,0,1965,-37.778999,145.100998,4480
4,1225000,11.8,3105,4,2,2,723,159,1970,-37.7724,145.103302,4480
5,1490000,11.8,3105,5,3,2,796,304,1975,-37.769699,145.087097,4480
3,1250000,11.8,3105,3,2,2,315,0,1960,-37.7607,145.085297,4480
4,1002000,11.8,3105,4,1,2,650,323,0,-37.778,145.091293,4480
4,1260000,11.8,3105,4,2,2,730,0,1971,-37.760601,145.093201,4480
3,905000,11.8,3105,3,3,2,401,165,1965,-37.7733,145.090103,4480
3,1400000,11.8,3105,3,1,3,770,0,0,-37.7644,145.088593,4480
4,1085000,11.8,3105,4,2,1,1124,225,1960,-37.767899,145.095795,4480
4,1300000,11.8,3105,4,3,1,604,0,0,-37.7621,145.085999,4480
3,787000,11.8,3105,3,1,2,306,100,1985,-37.779202,145.090302,4480
4,1280000,11.8,3105,4,1,2,732,6791,0,-37.761501,145.089706,4480
3,1075000,11.8,3105,3,1,1,604,96,1960,-37.771099,145.092804,4480
2,890000,11.8,3105,2,1,2,559,0,0,-37.773899,145.093994,4480
4,1320000,11.8,3105,4,3,2,411,0,1970,-37.769798,145.082993,4480
4,1302000,11.8,3105,4,2,2,475,245,1996,-37.764999,145.093307,4480
3,1050000,11.8,3105,3,2,1,728,719,1965,-37.776501,145.103104,4480
4,1000000,11.8,3105,4,2,3,672,212,1970,-37.768902,145.089493,4480
4,1300000,11.8,3105,4,2,2,744,300,1985,-37.779099,145.085999,4480
4,1250000,11.8,3105,4,2,2,732,0,0,-37.7771,145.085495,4480
4,976000,11.8,3105,4,1,1,701,0,0,-37.778599,145.094498,4480
2,980000,11.8,3105,3,1,1,551,0,0,-37.773899,145.096207,4480
3,812500,11.8,3105,3,1,1,421,0,0,-37.7798,145.102295,4480
3,990000,11.8,3105,3,1,2,602,175,1975,-37.767399,145.098801,4480
4,1244000,11.8,3105,4,2,2,530,0,0,-37.773499,145.087997,4480
4,1100000,11.8,3105,4,2,2,693,212,1975,-37.7743,145.086304,4480
4,1475000,11.8,3105,4,2,2,617,0,1998,-37.756901,145.091293,4480
4,1140000,11.8,3105,4,2,3,554,0,0,-37.762402,145.0961,4480
2,833000,11.8,3105,2,1,0,359,0,0,-37.760899,145.086899,4480
2,903000,11.8,3105,2,1,1,591,140,1965,-37.767899,145.097794,4480
4,1351000,11.8,3105,4,2,2,740,0,0,-37.778099,145.090103,4480
2,1060000,11.8,3105,2,1,2,609,0,0,-37.776199,145.095795,4480
3,1063000,11.8,3105,3,1,2,602,0,0,-37.771198,145.097,4480
5,1590000,11.7,3125,4,3,2,661,253,1940,-37.848,145.098007,5678
3,1390000,11.7,3125,3,1,2,697,0,0,-37.851002,145.116898,5678
3,1300000,11.7,3125,3,1,2,773,0,1960,-37.856201,145.110397,5678
4,1890000,11.7,3125,4,2,2,1145,111,1960,-37.853802,145.126999,5678
3,1022500,11.7,3125,3,2,2,265,130,2000,-37.851601,145.105606,5678
3,1250000,11.7,3125,3,1,1,662,0,0,-37.856098,145.105392,5678
3,1151000,11.7,3125,3,1,1,695,0,0,-37.855099,145.112106,5678
3,1755000,11.7,3125,3,1,1,931,145,1970,-37.854,145.119507,5678
3,686000,11.7,3125,3,1,2,273,0,1980,-37.847301,145.1203,5678
3,1300000,11.7,3125,3,1,1,667,136,1950,-37.8489,145.109299,5678
3,1160000,11.7,3125,3,1,1,786,111,1950,-37.852501,145.119797,5678
4,2000000,11.7,3125,4,3,2,928,229,1996,-37.841999,145.102005,5678
3,790000,11.7,3125,3,1,2,318,103,1960,-37.854401,145.111404,5678
4,1682000,11.7,3125,4,2,1,921,174,1950,-37.8494,145.129105,5678
3,625000,11.7,3125,3,2,1,0,115,2002,-37.856098,145.096207,5678
3,780000,11.7,3125,3,2,2,160,0,0,-37.852501,145.097305,5678
3,1342000,11.7,3125,3,1,2,690,0,0,-37.850899,145.117004,5678
4,1782800,11.7,3125,4,2,2,804,0,0,-37.851601,145.117905,5678
3,1468000,11.7,3125,3,1,2,706,0,0,-37.850899,145.116104,5678
2,650000,11.7,3125,2,1,1,194,120,1975,-37.850899,145.111893,5678
5,1060000,11.7,3125,4,3,2,326,210,2013,-37.852798,145.1129,5678
4,1255000,11.7,3125,4,2,2,438,210,2005,-37.859901,145.110107,5678
4,900000,11.7,3125,3,1,4,586,0,1955,-37.855999,145.119598,5678
2,633000,11.7,3125,2,1,1,276,92,1965,-37.845402,145.097107,5678
3,1070500,11.7,3125,3,1,2,776,0,0,-37.855999,145.110397,5678
3,1175000,11.7,3125,3,1,2,661,0,0,-37.849499,145.128204,5678
3,1521000,11.7,3125,3,2,2,660,0,0,-37.847401,145.098801,5678
2,1350000,11.7,3125,2,1,2,593,82,1950,-37.844398,145.105392,5678
3,752000,11.7,3125,4,2,2,217,0,1993,-37.8522,145.131195,5678
3,570000,11.7,3125,3,1,1,384,112,1950,-37.854198,145.1138,5678
3,1460000,11.7,3125,3,1,2,742,0,0,-37.852901,145.096207,5678
3,745000,11.7,3125,3,1,2,228,126,1998,-37.8521,145.118698,5678
5,2150000,11.7,3125,5,4,2,643,380,2014,-37.845402,145.097397,5678
3,746000,11.7,3125,3,1,2,308,92,1995,-37.850498,145.106506,5678
3,1540000,11.7,3125,3,2,2,653,120,1950,-37.844501,145.101105,5678
3,1145000,11.7,3125,3,2,2,329,0,0,-37.8484,145.101303,5678
5,1410000,11.7,3125,5,2,1,824,0,1950,-37.8535,145.113907,5678
3,640000,11.7,3125,3,1,1,217,0,0,-37.856201,145.107498,5678
4,1800000,11.7,3125,4,2,2,1393,0,1963,-37.846298,145.102005,5678
4,1270000,11.7,3125,4,2,2,399,212,2005,-37.859699,145.108398,5678
4,900000,11.7,3125,4,3,2,381,176,2013,-37.845901,145.104095,5678
4,1250000,11.7,3125,4,2,2,499,220,2005,-37.859299,145.110107,5678
4,1410000,11.7,3125,3,2,3,739,182,1970,-37.855202,145.129196,5678
5,1100000,11.7,3125,5,2,1,544,0,0,-37.852501,145.115402,5678
4,1485000,11.7,3125,4,2,2,662,0,0,-37.8601,145.100693,5678
3,2068000,11.7,3125,3,1,1,1101,0,0,-37.852901,145.122192,5678
3,1000000,11.7,3125,3,1,1,589,0,0,-37.855,145.117996,5678
4,800000,11.7,3125,4,2,1,0,150,1950,-37.8507,145.108994,5678
3,702000,11.7,3125,3,2,1,170,106,2001,-37.8554,145.108902,5678
4,2650000,7.8,3124,4,2,1,652,189,1890,-37.828602,145.068604,8920
3,1615000,7.8,3124,3,1,2,389,0,0,-37.843498,145.069504,8920
4,3225000,7.8,3124,4,3,2,934,0,0,-37.849602,145.086899,8920
2,1017000,7.8,3124,2,1,2,0,0,1940,-37.823101,145.058502,8920
2,729000,7.8,3124,2,1,1,137,87,1970,-37.845901,145.087997,8920
5,2600000,7.8,3124,5,4,1,708,348,1940,-37.8386,145.067001,8920
3,1650000,7.8,3124,3,2,2,305,189,1998,-37.836498,145.0802,8920
5,2860000,7.8,3124,5,3,4,753,0,1940,-37.841999,145.088806,8920
2,950000,7.8,3124,2,1,2,230,0,1994,-37.844799,145.072296,8920
2,615000,7.8,3124,2,1,1,1107,68,1960,-37.834702,145.057007,8920
3,1987000,7.8,3124,3,2,2,706,164,1960,-37.845699,145.061096,8920
2,683000,7.8,3124,2,1,1,146,86,1970,-37.835701,145.069702,8920
3,1690000,7.8,3124,3,2,1,777,154,1950,-37.843102,145.096207,8920
2,430000,7.8,3124,2,1,1,0,56,2011,-37.8493,145.087708,8920
2,717000,7.8,3124,2,1,1,136,0,1960,-37.846901,145.058899,8920
3,1300000,7.8,3124,3,2,2,342,0,0,-37.8433,145.069504,8920
4,2950000,7.8,3124,4,2,4,661,0,0,-37.8382,145.090393,8920
4,2600000,7.8,3124,3,2,2,600,232,1897,-37.8237,145.063797,8920
3,2325000,7.8,3124,3,2,2,1133,131,1930,-37.842602,145.094299,8920
2,435000,7.8,3124,2,1,1,896,77,1960,-37.8479,145.095795,8920
2,892000,7.8,3124,2,1,1,335,0,0,-37.8452,145.095901,8920
2,900400,7.8,3124,2,1,1,93,111,0,-37.831402,145.061096,8920
4,2090000,7.8,3124,4,2,2,650,0,0,-37.8274,145.068802,8920
3,1250000,7.8,3124,3,2,2,232,0,0,-37.841999,145.054199,8920
3,2000000,7.8,3124,3,1,2,821,105,1925,-37.845901,145.064407,8920
3,1302000,7.8,3124,2,1,1,427,115,1938,-37.8367,145.093399,8920
3,1430000,7.8,3124,3,2,2,244,0,0,-37.844601,145.067993,8920
3,1622000,7.8,3124,3,1,1,544,160,1930,-37.843601,145.058105,8920
2,502000,7.8,3124,2,1,1,0,77,1965,-37.8255,145.059204,8920
2,435000,7.8,3124,2,1,1,896,77,1960,-37.8479,145.095795,8920
2,620000,7.8,3124,2,1,1,122,0,1960,-37.843899,145.071793,8920
5,2000000,7.8,3124,5,3,2,801,0,1920,-37.84,145.054794,8920
3,591000,7.8,3124,3,1,1,0,89,1960,-37.8255,145.059204,8920
5,2608000,7.8,3124,5,2,4,730,3112,1920,-37.8424,145.063904,8920
3,1780000,7.8,3124,3,1,1,769,133,1930,-37.848202,145.094894,8920
3,2250000,7.8,3124,3,2,2,656,225,2009,-37.841,145.082397,8920
2,895000,7.8,3124,2,1,1,424,95,1930,-37.8465,145.074295,8920
3,1800000,7.8,3124,3,2,0,584,213,1920,-37.8349,145.075806,8920
4,1400000,7.8,3124,3,0,0,693,0,1935,-37.835999,145.0914,8920
2,693000,7.8,3124,2,1,1,84,0,0,-37.832001,145.059906,8920
2,900000,7.8,3124,2,1,1,150,88,1970,-37.8438,145.065994,8920
5,2700000,7.8,3124,5,3,2,802,317,1994,-37.8442,145.0578,8920
2,530000,7.8,3124,2,1,1,0,76,1960,-37.849098,145.085999,8920
2,805000,7.8,3124,2,2,2,188,0,0,-37.8442,145.066803,8920
4,2228000,7.8,3124,4,2,2,813,163,1960,-37.8405,145.090302,8920
3,930000,7.8,3124,3,2,2,132,0,1970,-37.8489,145.087997,8920
2,590000,7.8,3124,2,1,1,0,0,0,-37.847,145.0672,8920
4,4760000,7.8,3124,4,2,2,903,0,0,-37.823799,145.062393,8920
3,1602500,7.8,3124,3,1,1,405,102,1930,-37.844799,145.070999,8920
3,1515000,7.8,3124,3,2,2,318,0,0,-37.8447,145.091599,8920
2,1800000,7.8,3124,2,1,4,368,0,0,-37.823299,145.064407,8920
2,530000,7.8,3124,2,1,1,0,0,0,-37.836102,145.059906,8920
2,558000,7.8,3124,3,1,1,0,0,0,-37.8316,145.067993,8920
2,1185000,7.8,3124,3,2,2,259,0,0,-37.835701,145.078598,8920
3,2177000,7.8,3124,3,1,2,635,130,1920,-37.845402,145.070694,8920
3,2155000,7.8,3124,3,1,1,891,0,0,-37.840801,145.0905,8920
3,3400000,7.8,3124,3,2,4,877,146,1960,-37.8437,145.062302,8920
2,1470000,7.8,3124,2,1,2,400,0,0,-37.839298,145.066193,8920
2,820000,7.8,3124,2,1,1,166,0,1969,-37.843899,145.066193,8920
3,2105000,7.8,3124,3,1,2,692,164,1940,-37.837898,145.0849,8920
3,1625000,7.8,3124,3,2,2,283,160,1990,-37.836201,145.063995,8920
3,1750000,7.8,3124,3,2,3,780,0,0,-37.832802,145.067902,8920
3,3300000,7.8,3124,3,3,2,417,220,2016,-37.831001,145.062103,8920
2,667000,7.8,3124,2,1,1,83,81,1960,-37.835499,145.063293,8920
5,2800000,7.8,3124,5,3,2,805,0,0,-37.845901,145.072098,8920
2,1175000,7.8,3124,2,1,1,246,0,0,-37.833599,145.061203,8920
2,775000,7.8,3124,2,2,1,103,0,0,-37.840599,145.054504,8920
3,2220000,7.8,3124,3,2,2,850,0,0,-37.8456,145.086502,8920
4,2015000,7.8,3124,4,1,4,772,145,1920,-37.844101,145.080597,8920
2,700000,7.8,3124,2,1,1,631,75,1970,-37.843399,145.080994,8920
3,1700000,7.8,3124,3,1,1,970,0,0,-37.8344,145.081802,8920
4,3225000,7.8,3124,4,3,1,632,270,1890,-37.824402,145.063995,8920
2,810000,7.8,3124,2,1,1,0,0,0,-37.835701,145.059494,8920
5,3320000,7.8,3124,5,4,2,741,407,2009,-37.842201,145.063995,8920
5,2125000,7.8,3124,4,3,2,603,282,1980,-37.8437,145.069,8920
4,2030000,7.8,3124,4,2,2,686,210,1960,-37.845798,145.061096,8920
4,2750000,7.8,3124,4,3,1,0,257,1912,-37.8325,145.064896,8920
4,2000000,7.8,3124,4,3,4,697,271,1980,-37.835999,145.056,8920
2,706000,7.8,3124,2,1,1,95,0,1960,-37.839901,145.091202,8920
5,2250000,7.8,3124,5,5,1,639,453,2010,-37.830299,145.066803,8920
5,2740000,7.8,3124,4,2,2,643,363,2005,-37.842098,145.071899,8920
4,2950000,9,3126,4,2,2,687,215,1935,-37.8186,145.070602,3265
3,1587500,9,3126,3,1,1,459,130,1920,-37.8265,145.072006,3265
4,1550000,9,3126,4,2,4,318,232,0,-37.821999,145.086395,3265
2,765000,9,3126,2,1,1,543,0,0,-37.829498,145.077393,3265
2,830000,9,3126,2,1,1,110,83,1960,-37.826401,145.082397,3265
4,2375000,9,3126,4,2,1,653,229,1910,-37.829201,145.085205,3265
5,2900000,9,3126,5,2,2,795,297,1910,-37.8181,145.066803,3265
3,2200000,9,3126,3,3,2,468,148,1890,-37.826401,145.074097,3265
4,2620000,9,3126,4,1,1,717,235,1890,-37.826599,145.0849,3265
2,1305000,9,3126,2,1,1,342,104,1945,-37.8326,145.080994,3265
4,4350000,9,3126,4,3,3,788,0,0,-37.821499,145.073105,3265
3,928000,9,3126,3,2,1,145,140,1998,-37.823299,145.076904,3265
5,2930000,9,3126,5,3,4,645,222,2005,-37.831699,145.073807,3265
4,2950000,9,3126,4,2,3,812,173,1927,-37.832298,145.084198,3265
4,3800000,9,3126,4,1,1,858,0,0,-37.818298,145.066696,3265
2,722000,9,3126,2,1,1,0,92,1965,-37.820499,145.082794,3265
5,2350000,9,3126,5,2,4,838,282,1910,-37.825199,145.072098,3265
3,1680000,9,3126,3,2,2,387,0,0,-37.822701,145.084503,3265
3,1640000,9,3126,3,3,2,352,207,1997,-37.827,145.0737,3265
3,1680000,9,3126,3,2,1,325,197,1910,-37.826,145.072906,3265
5,3550000,9,3126,5,4,4,684,427,2013,-37.832001,145.085297,3265
3,1385000,9,3126,2,1,1,444,0,1910,-37.826,145.073395,3265
4,3400000,9,3126,4,1,4,845,411,2008,-37.818401,145.070206,3265
2,690500,9,3126,2,1,1,118,0,0,-37.825699,145.085602,3265
3,1850000,9,3126,3,2,2,361,216,1995,-37.820599,145.078506,3265
2,736000,9,3126,2,1,2,132,0,0,-37.823399,145.073105,3265
3,1843000,9,3126,3,2,2,0,0,0,-37.820702,145.085403,3265
2,685000,9,3126,2,1,1,122,0,0,-37.823601,145.072906,3265
2,1800000,9,3126,2,1,3,716,0,0,-37.821301,145.078995,3265
3,1800000,9,3126,3,2,2,316,0,1986,-37.827301,145.078598,3265
4,3145000,9,3126,4,2,2,796,276,2012,-37.826599,145.072006,3265
4,1742000,9,3126,4,2,2,780,0,0,-37.820599,145.067795,3265
4,1420000,9,3126,3,2,2,278,0,0,-37.827301,145.075195,3265
2,1016000,9,3126,2,1,2,0,0,0,-37.829102,145.082596,3265
3,1330000,3.2,3054,3,1,1,314,0,1900,-37.787102,144.976593,3106
3,1540000,3.2,3054,3,1,0,169,0,0,-37.782101,144.975296,3106
4,1425000,3.2,3054,4,3,0,122,130,1890,-37.789299,144.969604,3106
2,1725000,3.2,3054,2,1,1,210,0,0,-37.784401,144.972,3106
3,1280000,3.2,3054,3,1,0,203,0,0,-37.782398,144.973297,3106
3,2950000,3.2,3054,3,1,2,499,164,1910,-37.781101,144.971497,3106
4,2175000,3.2,3054,3,1,0,418,163,1920,-37.7808,144.973602,3106
2,765000,3.2,3054,2,1,1,1031,0,1970,-37.784,144.971497,3106
2,800000,3.2,3054,2,1,1,73,104,2009,-37.785198,144.971893,3106
2,1301000,3.2,3054,2,1,0,133,0,0,-37.785999,144.970398,3106
4,2718000,3.2,3054,4,2,0,538,142,2015,-37.781601,144.971405,3106
1,468000,3.2,3054,1,1,1,861,0,1970,-37.785099,144.972305,3106
2,2400000,3.2,3054,1,2,0,413,172,1900,-37.787498,144.975906,3106
3,2210000,3.2,3054,2,2,1,190,0,0,-37.784698,144.974106,3106
2,1330000,3.2,3054,2,1,0,116,0,0,-37.790401,144.972595,3106
4,2520000,3.2,3054,4,2,2,504,168,1890,-37.780499,144.972107,3106
3,1214000,3.2,3054,3,3,1,144,0,0,-37.788502,144.975693,3106
3,1955000,3.2,3054,3,2,1,163,135,0,-37.785999,144.975098,3106
1,390000,3.2,3054,1,1,1,0,0,1970,-37.790699,144.969101,3106
1,885000,3.2,3054,1,1,0,93,0,0,-37.788799,144.969803,3106
3,2050000,3.2,3054,3,2,0,84,148,1970,-37.787899,144.973602,3106
2,910000,3.2,3054,3,1,1,100,0,0,-37.787899,144.975906,3106
2,880000,3.2,3054,2,1,0,142,0,0,-37.7911,144.968796,3106
4,1950000,3.2,3054,4,2,2,207,162,1900,-37.780399,144.974792,3106
3,1280000,3.2,3054,3,1,1,131,0,0,-37.784599,144.970398,3106
1,437000,3.2,3054,1,1,1,0,56,1970,-37.7798,144.970703,3106
2,1150000,3.2,3054,2,1,2,373,0,0,-37.782799,144.9702,3106
2,520000,3.2,3054,2,1,1,0,86,1940,-37.7813,144.977295,3106
2,570000,3.2,3054,2,1,1,0,76,1975,-37.790199,144.970001,3106
3,820000,11.4,3163,3,1,2,0,96,1989,-37.896999,145.062302,7822
2,795000,11.4,3163,2,2,1,133,104,2009,-37.891102,145.053894,7822
2,600000,11.4,3163,2,1,1,73,61,1970,-37.896999,145.059296,7822
3,1295000,11.4,3163,3,1,2,425,166,1960,-37.8876,145.050201,7822
4,1275000,11.4,3163,4,2,0,365,0,1919,-37.887699,145.050705,7822
3,1620000,11.4,3163,3,1,1,808,0,0,-37.898201,145.046097,7822
2,510000,11.4,3163,2,1,1,0,69,1970,-37.891201,145.064407,7822
1,255000,11.4,3163,1,1,1,0,0,0,-37.887501,145.059906,7822
2,890000,11.4,3163,2,1,1,282,111,0,-37.895699,145.052795,7822
1,346000,11.4,3163,1,1,1,60,48,1970,-37.8965,145.061798,7822
3,860000,11.4,3163,3,2,1,1113,113,1990,-37.897202,145.064194,7822
2,586000,11.4,3163,2,1,1,898,0,1970,-37.900299,145.0634,7822
2,772000,11.4,3163,2,1,2,0,100,1973,-37.886299,145.065994,7822
4,1506000,11.4,3163,4,2,2,561,204,1925,-37.893398,145.063293,7822
3,675000,11.4,3163,3,2,1,0,107,1990,-37.897202,145.064194,7822
2,525000,11.4,3163,2,1,2,0,67,2009,-37.889301,145.058899,7822
1,290000,11.4,3163,1,1,1,0,50,1960,-37.885799,145.063202,7822
1,363000,11.4,3163,1,1,1,0,0,0,-37.898201,145.0625,7822
2,360000,11.4,3163,2,1,1,0,70,1970,-37.903198,145.055496,7822
2,967500,11.4,3163,3,1,2,299,115,1930,-37.897301,145.052994,7822
2,1350000,11.4,3163,1,2,2,265,0,1920,-37.8881,145.053696,7822
2,516000,11.4,3163,2,1,1,0,0,0,-37.889,145.053299,7822
1,330000,11.4,3163,1,1,1,0,33,1970,-37.888802,145.053299,7822
3,1600000,11.4,3163,4,2,2,751,40,1923,-37.894501,145.064804,7822
3,1170000,11.4,3163,2,1,2,461,0,0,-37.8988,145.051605,7822
1,260000,11.4,3163,1,1,1,0,0,1968,-37.8983,145.062698,7822
3,1008000,11.4,3163,3,2,1,300,130,1990,-37.8974,145.053894,7822
2,625000,11.4,3163,2,1,1,78,0,0,-37.896702,145.062698,7822
