distance,postcode,bedroom,bathroom,car,landsize,building area,year built
7.800000,3124,2,1,2,230,0,1940
7.800000,3124,2,1,1,137,87,1970
7.800000,3124,5,4,1,708,348,1940
7.800000,3124,3,2,2,305,189,1998
7.800000,3124,5,3,4,753,271,1940
7.800000,3124,2,1,2,230,0,1994
7.800000,3124,2,1,1,1107,68,1960
7.800000,3124,3,2,2,706,164,1960
7.800000,3124,2,1,1,146,86,1970
7.800000,3124,3,2,1,777,154,1950
7.800000,3124,2,1,1,0,56,2011
7.800000,3124,2,1,1,136,77,1960
7.800000,3124,3,2,2,342,232,1897
7.800000,3124,4,2,4,661,189,1890
7.800000,3124,3,2,2,600,232,1897
7.800000,3124,3,2,2,1133,131,1930
7.800000,3124,2,1,1,896,77,1960
7.800000,3124,2,1,1,335,0,1960
7.800000,3124,2,1,1,93,111,1938
7.800000,3124,4,2,2,650,0,0
7.800000,3124,3,2,2,232,164,1960
7.800000,3124,3,1,2,821,105,1925
7.800000,3124,2,1,1,427,115,1938
7.800000,3124,3,2,2,244,0,0
7.800000,3124,3,1,1,544,160,1930
7.800000,3124,2,1,1,0,77,1965
7.800000,3124,2,1,1,896,77,1960
7.800000,3124,2,1,1,122,0,1960
7.800000,3124,5,3,2,801,317,1920
7.800000,3124,3,1,1,0,89,1960
7.800000,3124,5,2,4,730,3112,1920
7.800000,3124,3,1,1,769,133,1930
7.800000,3124,3,2,2,656,225,2009
7.800000,3124,2,1,1,424,95,1930
7.800000,3124,3,2,0,584,213,1920
7.800000,3124,3,2,2,693,160,1935
7.800000,3124,2,1,1,84,77,1960
7.800000,3124,2,1,1,150,88,1970
7.800000,3124,5,3,2,802,317,1994
7.800000,3124,2,1,1,0,76,1960
7.800000,3124,2,2,2,188,363,2005
7.800000,3124,4,2,2,813,163,1960
7.800000,3124,3,2,2,132,160,1970
7.800000,3124,2,1,1,0,0,0
7.800000,3124,4,2,2,903,363,2005
7.800000,3124,3,1,1,405,102,1930
7.800000,3124,3,2,2,318,160,1990
7.800000,3124,2,1,4,368,77,1960
7.800000,3124,2,1,1,0,0,0
7.800000,3124,3,1,1,0,89,1960
7.800000,3124,3,2,2,259,232,1897
7.800000,3124,3,1,2,635,130,1920
7.800000,3124,3,1,1,891,89,1960
7.800000,3124,3,2,4,877,146,1960
7.800000,3124,2,1,2,400,145,1890
7.800000,3124,2,1,1,166,75,1969
7.800000,3124,3,1,2,692,164,1940
7.800000,3124,3,2,2,283,160,1990
7.800000,3124,3,2,3,780,146,1960
7.800000,3124,3,3,2,417,220,2016
7.800000,3124,2,1,1,83,81,1960
7.800000,3124,5,3,2,805,317,1920
7.800000,3124,2,1,1,246,77,1960
7.800000,3124,2,2,1,103,0,0
7.800000,3124,3,2,2,850,232,1897
7.800000,3124,4,1,4,772,145,1920
7.800000,3124,2,1,1,631,75,1970
7.800000,3124,3,1,1,970,85,1960
7.800000,3124,4,3,1,632,270,1890
7.800000,3124,2,1,1,0,0,0
7.800000,3124,5,4,2,741,407,2009
7.800000,3124,4,3,2,603,282,1980
7.800000,3124,4,2,2,686,210,1960
7.800000,3124,4,3,1,934,257,1912
7.800000,3124,4,3,4,697,271,1980
7.800000,3124,2,1,1,95,88,1960
7.800000,3124,5,5,1,639,453,2010
7.800000,3124,4,2,2,643,363,2005
9.000000,3126,4,2,2,687,215,1935
9.000000,3126,3,1,1,459,130,1920
9.000000,3126,4,2,4,318,232,2012
9.000000,3126,2,1,1,543,0,1910
9.000000,3126,2,1,1,110,83,1960
9.000000,3126,4,2,1,653,229,1910
9.000000,3126,5,2,2,795,297,1910
9.000000,3126,3,3,2,468,148,1890
9.000000,3126,4,1,1,717,235,1890
9.000000,3126,2,1,1,342,104,1945
9.000000,3126,4,3,3,788,250,1955
9.000000,3126,3,2,1,145,140,1998
9.000000,3126,5,3,4,645,222,2005
9.000000,3126,4,2,3,812,173,1927
9.000000,3126,4,1,1,858,235,1890
9.000000,3126,2,1,1,0,92,1965
9.000000,3126,5,2,4,838,282,1910
9.000000,3126,3,2,2,387,250,0
9.000000,3126,3,3,2,352,207,1997
9.000000,3126,3,2,1,325,197,1910
9.000000,3126,5,4,4,684,427,2013
9.000000,3126,2,1,1,444,0,1910
9.000000,3126,4,1,4,845,411,2008
9.000000,3126,2,1,1,118,92,1965
9.000000,3126,3,2,2,361,216,1995
9.000000,3126,2,1,2,132,0,0
9.000000,3126,3,2,2,278,0,0
9.000000,3126,2,1,1,122,83,1960
9.000000,3126,2,1,3,716,104,1945
9.000000,3126,3,2,2,316,216,1986
9.000000,3126,4,2,2,796,276,2012
9.000000,3126,4,2,2,780,276,2012
9.000000,3126,3,2,2,278,0,0
9.000000,3126,2,1,2,132,0,0
3.200000,3054,3,1,1,314,0,1900
3.200000,3054,3,1,0,169,0,0
3.200000,3054,4,3,0,122,130,1890
3.200000,3054,2,1,1,210,86,1940
3.200000,3054,3,1,0,203,0,0
3.200000,3054,3,1,2,499,164,1910
3.200000,3054,3,1,0,418,163,1920
3.200000,3054,2,1,1,1031,76,1970
3.200000,3054,2,1,1,73,104,2009
3.200000,3054,2,1,0,133,76,0
3.200000,3054,4,2,1,538,142,2015
3.200000,3054,1,1,1,861,0,1970
3.200000,3054,1,2,0,413,172,1900
3.200000,3054,2,2,1,190,104,2009
3.200000,3054,2,1,0,116,76,0
3.200000,3054,4,2,2,504,168,1890
3.200000,3054,3,3,1,144,135,0
3.200000,3054,3,2,1,163,135,0
3.200000,3054,1,1,1,0,56,1970
3.200000,3054,1,1,0,93,0,1940
3.200000,3054,3,2,0,84,148,1970
3.200000,3054,3,1,1,100,0,0
3.200000,3054,2,1,0,142,76,0
3.200000,3054,4,2,2,207,162,1900
3.200000,3054,3,1,1,131,0,0
3.200000,3054,1,1,1,0,56,1970
3.200000,3054,2,1,2,373,76,1975
3.200000,3054,2,1,1,0,86,1940
3.200000,3054,2,1,1,73,76,1975
11.400000,3163,3,1,2,0,96,1989
11.400000,3163,2,2,1,133,104,2009
11.400000,3163,2,1,1,73,61,1970
11.400000,3163,3,1,2,425,166,1960
11.400000,3163,4,2,2,365,204,1919
11.400000,3163,3,1,1,808,84,1965
11.400000,3163,2,1,1,0,69,1970
11.400000,3163,1,1,1,0,0,1968
11.400000,3163,2,1,1,282,111,1970
11.400000,3163,1,1,1,60,48,1970
11.400000,3163,3,2,1,1113,113,1990
11.400000,3163,2,1,1,898,60,1970
11.400000,3163,2,1,2,0,100,1973
11.400000,3163,4,2,2,561,204,1925
11.400000,3163,3,2,1,300,107,1990
11.400000,3163,2,1,2,0,67,2009
11.400000,3163,1,1,1,0,50,1960
11.400000,3163,1,1,1,0,0,0
11.400000,3163,2,1,1,0,70,1970
11.400000,3163,3,1,2,299,115,1930
11.400000,3163,1,2,2,265,223,1920
11.400000,3163,2,1,1,0,60,1980
11.400000,3163,1,1,1,0,33,1970
11.400000,3163,4,2,2,751,40,1923
11.400000,3163,2,1,2,461,544,0
11.400000,3163,1,1,1,0,0,1968
11.400000,3163,3,2,1,300,130,1990
11.400000,3163,2,1,1,78,0,0
11.400000,3163,2,2,1,106,130,1925
11.400000,3163,2,1,1,109,0,1965
11.400000,3163,3,1,2,0,170,1925
11.400000,3163,3,2,2,687,237,1983
11.400000,3163,1,1,1,0,34,1960
11.400000,3163,2,2,1,166,170,2009
11.400000,3163,2,1,1,0,56,1970
11.400000,3163,3,2,2,721,0,0
11.400000,3163,2,1,1,0,70,1970
11.400000,3163,4,2,2,757,133,1930
11.400000,3163,2,1,1,144,96,2000
11.400000,3163,2,2,1,166,86,1993
11.400000,3163,3,2,1,588,107,1990
11.400000,3163,3,2,1,598,201,1970
11.400000,3163,3,1,1,586,116,1998
11.400000,3163,3,2,2,325,223,2005
11.400000,3163,1,1,1,0,53,1980
11.400000,3163,2,1,1,211,102,2002
11.400000,3163,4,2,2,557,200,1938
11.400000,3163,3,2,1,390,130,1990
11.400000,3163,2,1,1,158,106,1994
11.400000,3163,2,1,1,0,90,1968
11.400000,3163,2,1,1,133,71,2011
11.400000,3163,2,1,1,0,73,1970
11.400000,3163,3,1,2,0,170,1925
11.400000,3163,4,2,1,0,0,2014
11.400000,3163,3,2,2,554,0,0
11.400000,3163,3,2,1,283,250,2005
11.400000,3163,3,1,1,620,116,1998
11.400000,3163,2,1,1,103,82,1970
11.400000,3163,2,1,1,264,110,1930
11.400000,3163,2,1,1,0,64,1970
11.400000,3163,2,1,1,174,80,1975
11.400000,3163,3,2,2,282,182,2010
11.400000,3163,2,1,1,0,90,1968
11.400000,3163,2,1,1,134,56,1965
11.400000,3163,4,3,4,838,0,0
11.400000,3163,5,3,1,564,0,1930
11.400000,3163,2,1,2,316,2,2009
11.400000,3163,1,1,1,0,53,1980
11.400000,3163,3,2,2,603,166,1945
11.400000,3163,2,1,1,333,110,1930
11.400000,3163,3,2,1,371,167,1915
11.400000,3163,2,2,1,0,0,2014
11.400000,3163,3,2,2,585,0,0
11.400000,3163,4,3,2,305,223,1996
11.400000,3163,3,1,1,604,120,1925
11.400000,3163,2,1,1,132,70,1970
11.400000,3163,4,3,3,650,0,0
11.400000,3163,2,1,1,967,72,1970
11.400000,3163,4,2,2,595,221,1915
11.400000,3163,3,1,1,720,0,0
11.400000,3163,3,1,1,111,116,1998
11.400000,3163,3,1,1,376,0,0
11.400000,3163,2,1,1,0,68,1950
11.400000,3163,3,2,3,932,270,1970
11.400000,3163,2,1,2,543,544,0
11.400000,3163,4,2,2,366,0,2000
11.400000,3163,2,1,1,108,67,1970
11.400000,3163,2,1,1,0,72,1970
11.400000,3163,2,1,1,165,71,1990
11.400000,3163,3,1,2,277,135,1978
11.400000,3163,2,1,1,0,70,1973
11.400000,3163,2,1,1,640,64,1900
11.400000,3163,3,3,2,454,275,2000
11.400000,3163,2,1,1,99,98,1965
11.400000,3163,2,1,1,0,60,1980
11.400000,3163,2,1,1,912,75,2008
11.400000,3163,2,2,1,817,130,1925
11.400000,3163,1,1,1,0,53,1968
11.400000,3163,1,1,1,0,48,1960
11.400000,3163,1,1,1,0,0,1968
8.900000,3162,2,1,1,806,100,1960
8.900000,3162,4,3,2,812,155,1920
8.900000,3162,5,2,2,593,0,0
8.900000,3162,1,1,1,820,0,0
8.900000,3162,2,1,1,806,78,1960
8.900000,3162,2,2,1,0,99,2010
8.900000,3162,4,1,2,499,155,1920
8.900000,3162,2,1,2,275,0,0
8.100000,3161,3,1,0,513,139,1910
8.100000,3161,3,2,2,692,313,1955
8.100000,3161,2,1,1,934,68,2012
8.100000,3161,4,2,3,361,237,2014
8.100000,3161,2,1,1,0,56,1960
8.100000,3161,2,1,1,0,56,2012
8.100000,3161,1,1,1,952,43,1970
8.100000,3161,2,1,1,0,0,0
8.100000,3161,2,1,1,0,67,2011
8.100000,3161,2,1,1,0,0,1970
8.100000,3161,3,1,0,270,139,1910
8.100000,3161,4,2,2,723,0,0
8.100000,3161,2,2,2,0,85,2011
8.100000,3161,2,1,1,1092,63,2014
8.100000,3161,3,2,1,339,215,1915
8.100000,3161,2,2,1,934,68,2012
8.100000,3161,2,1,1,771,82,1960
8.100000,3161,4,2,3,836,237,1910
8.100000,3161,2,1,2,0,67,2011
8.100000,3161,2,1,1,0,67,2011
8.100000,3161,4,2,1,810,215,1915
9.300000,3162,3,2,2,357,144,1935
9.300000,3162,3,1,2,451,121,1960
9.300000,3162,1,1,1,0,44,1960
9.300000,3162,2,1,1,273,114,1930
9.300000,3162,3,2,2,296,144,1910
9.300000,3162,2,1,1,0,71,2003
9.300000,3162,3,1,1,88,100,0
9.300000,3162,3,2,1,358,0,1930
9.300000,3162,2,1,1,100,71,2003
9.300000,3162,3,1,1,359,120,1926
9.300000,3162,3,1,2,339,121,1960
9.300000,3162,4,2,2,216,165,1995
9.300000,3162,2,1,2,284,99,1940
9.300000,3162,2,2,1,478,120,1925
9.300000,3162,4,2,2,575,256,2008
9.300000,3162,2,1,1,831,80,1970
9.300000,3162,5,3,4,708,201,1980
9.300000,3162,2,1,1,367,85,1930
9.300000,3162,4,2,2,464,272,2016
9.300000,3162,3,2,1,299,129,1925
9.300000,3162,4,2,3,342,272,2005
9.300000,3162,3,1,2,699,121,1960
9.300000,3162,2,1,1,402,80,1970
9.300000,3162,2,1,1,505,117,1940
9.300000,3162,3,2,2,494,135,1920
9.300000,3162,3,1,2,520,121,1960
9.300000,3162,2,2,1,255,85,1890
9.300000,3162,3,1,1,312,123,1926
9.300000,3162,1,1,1,0,71,1970
9.300000,3162,3,2,2,641,215,1970
9.300000,3162,4,2,2,630,205,1910
9.300000,3162,2,1,1,90,80,1970
13.600000,3148,3,2,1,182,111,2012
13.600000,3148,4,2,2,600,277,2001
13.600000,3148,4,3,2,288,158,2014
13.600000,3148,2,2,1,224,94,2006
13.600000,3148,3,1,2,606,132,1955
13.600000,3148,3,2,2,277,143,2010
13.600000,3148,4,3,2,209,160,2016
13.600000,3148,2,1,1,585,97,1950
13.600000,3148,3,1,2,586,105,1960
13.600000,3148,3,2,2,160,101,2000
13.600000,3148,4,3,2,273,182,2012
13.600000,3148,4,2,2,515,277,2001
13.600000,3148,3,1,2,620,88,1970
13.600000,3148,3,2,1,1033,164,1950
13.600000,3148,2,1,1,842,94,1972
13.600000,3148,4,2,2,500,277,2001
13.600000,3148,3,1,1,705,105,1960
13.600000,3148,3,1,2,630,105,1960
13.600000,3148,3,2,1,177,111,2012
13.600000,3148,3,2,1,188,137,2014
3.400000,3068,3,2,0,187,0,0
3.400000,3068,2,1,1,155,85,1880
3.400000,3068,3,1,0,193,98,1900
3.400000,3068,3,2,1,124,116,2000
3.400000,3068,2,1,0,180,99,1890
3.400000,3068,2,1,1,174,85,1890
3.400000,3068,2,1,1,185,84,1910
3.400000,3068,2,1,1,140,97,1910
3.400000,3068,4,3,2,382,250,1903
3.400000,3068,2,1,2,239,96,1900
3.400000,3068,2,1,0,197,0,0
3.400000,3068,2,1,0,164,99,1890
3.400000,3068,3,2,0,187,0,0
3.400000,3068,2,1,1,515,50,1970
3.400000,3068,1,1,1,0,45,1970
3.400000,3068,3,2,1,176,135,1890
3.400000,3068,2,1,2,251,96,1900
3.400000,3068,3,3,1,142,119,1995
3.400000,3068,2,1,0,219,0,1910
3.400000,3068,2,1,0,100,0,1910
3.400000,3068,2,1,0,156,107,1890
3.400000,3068,2,1,0,170,0,1910
3.400000,3068,2,2,2,0,136,2005
3.400000,3068,3,2,1,201,116,2000
3.400000,3068,2,1,1,103,85,1890
3.400000,3068,3,3,1,67,119,2010
3.400000,3068,2,1,1,0,0,1970
3.400000,3068,2,1,0,151,0,1910
3.400000,3068,4,2,2,162,169,1995
3.400000,3068,3,1,1,169,127,1900
3.400000,3068,3,1,0,118,118,1880
3.400000,3068,2,1,1,0,0,1970
7.800000,3058,2,1,1,371,93,1930
7.800000,3058,2,1,1,286,110,1890
7.800000,3058,3,1,1,702,108,1950
7.800000,3058,4,1,2,596,0,1970
7.800000,3058,2,2,1,0,176,2010
7.800000,3058,3,1,2,371,0,1920
7.800000,3058,4,2,1,295,0,1938
7.800000,3058,3,1,2,142,123,2005
7.800000,3058,3,2,1,278,278,1940
7.800000,3058,3,2,2,423,140,1940
7.800000,3058,3,1,1,233,180,1890
7.800000,3058,2,1,1,0,0,2007
7.800000,3058,3,2,3,370,110,1920
7.800000,3058,3,1,2,386,0,1920
7.800000,3058,4,2,4,983,135,1900
7.800000,3058,3,1,1,536,164,1910
7.800000,3058,3,2,1,439,131,2010
7.800000,3058,3,1,1,283,109,1915
7.800000,3058,2,1,1,170,101,1890
7.800000,3058,2,1,1,280,93,1900
7.800000,3058,3,2,2,0,168,0
7.800000,3058,3,1,1,576,140,1995
7.800000,3058,3,1,1,372,125,1920
7.800000,3058,2,1,1,129,74,1970
7.800000,3058,3,2,2,263,112,2008
7.800000,3058,2,1,1,129,62,1980
7.800000,3058,3,2,1,255,164,2014
7.800000,3058,3,1,1,370,130,1930
7.800000,3058,3,1,1,378,124,1930
7.800000,3058,2,1,1,374,118,1910
7.800000,3058,4,2,2,494,300,2001
7.800000,3058,3,2,1,417,178,1940
7.800000,3058,2,2,1,114,0,0
7.800000,3058,3,1,1,379,125,1925
7.800000,3058,2,1,1,108,80,1965
7.800000,3058,2,1,1,129,107,2012
7.800000,3058,3,1,2,119,109,1995
7.800000,3058,2,1,1,597,73,1960
7.800000,3058,4,1,2,613,0,1970
7.800000,3058,5,3,2,390,108,1920
7.800000,3058,6,2,2,1060,112,2016
7.800000,3058,3,1,1,464,100,1980
7.800000,3058,3,1,2,735,127,1920
7.800000,3058,4,2,2,480,0,0
7.800000,3058,2,1,2,138,0,0
7.800000,3058,3,2,1,107,110,1994
7.800000,3058,2,1,1,253,94,1910
7.800000,3058,3,1,1,431,117,1970
7.800000,3058,3,2,4,482,256,2006
7.800000,3058,4,1,1,452,125,1925
7.800000,3058,2,2,1,0,96,1880
7.800000,3058,3,2,3,405,156,1930
7.800000,3058,3,2,2,531,109,2013
7.800000,3058,4,2,1,381,0,1938
7.800000,3058,3,2,2,0,168,0
7.800000,3058,3,1,1,404,125,1920
7.800000,3058,4,3,1,420,146,1920
7.800000,3058,2,1,1,97,95,2014
7.800000,3058,3,1,1,527,140,1995
7.800000,3058,4,1,2,370,0,1970
7.800000,3058,3,2,2,312,0,0
7.800000,3058,3,2,2,435,112,2016
7.800000,3058,3,1,2,255,127,1920
7.800000,3058,4,2,5,371,135,1888
7.800000,3058,4,1,1,856,189,1970
7.800000,3058,2,2,1,0,96,1880
7.800000,3058,3,2,1,407,230,1930
7.800000,3058,2,1,0,157,69,1960
7.800000,3058,3,1,3,385,98,1920
7.800000,3058,2,1,1,0,73,1975
7.800000,3058,2,1,2,520,64,1980
7.800000,3058,2,1,1,108,100,2007
7.800000,3058,3,2,1,293,180,2006
7.800000,3058,3,1,1,371,100,1980
7.800000,3058,2,1,2,462,72,1920
7.800000,3058,1,1,1,108,80,1965
7.800000,3058,3,1,2,577,131,1920
7.800000,3058,3,1,1,238,131,1900
7.800000,3058,4,3,1,515,249,1900
7.800000,3058,2,1,3,457,89,1940
7.800000,3058,2,2,1,76,96,1880
7.800000,3058,2,1,1,483,94,1910
7.800000,3058,4,1,1,488,142,1930
7.800000,3058,2,1,1,0,72,1970
7.800000,3058,2,2,3,339,149,1920
7.800000,3058,5,2,4,381,286,1985
7.800000,3058,3,1,1,169,117,1970
7.800000,3058,3,1,3,336,112,1950
7.800000,3058,3,1,1,138,102,2000
7.800000,3058,3,1,3,206,80,1945
7.800000,3058,3,1,2,385,123,2005
7.800000,3058,4,1,4,531,187,1925
7.800000,3058,3,1,1,221,140,1980
7.800000,3058,3,1,1,102,95,1976
7.800000,3058,4,2,2,571,205,1930
7.800000,3058,4,2,2,43,205,1930
7.800000,3058,2,1,2,0,70,1970
7.800000,3058,4,1,2,408,0,1970
7.800000,3058,2,1,1,500,69,1975
7.800000,3058,2,1,1,545,107,1940
7.800000,3058,2,1,0,167,69,1960
7.800000,3058,2,1,1,0,13,1969
7.800000,3058,3,1,1,116,140,1995
7.800000,3058,4,2,2,307,203,1996
7.800000,3058,3,1,1,309,140,1880
7.800000,3058,3,1,1,459,140,1880
7.800000,3058,3,2,0,342,0,0
7.800000,3058,3,1,1,563,130,1930
7.800000,3058,2,1,2,381,92,1925
7.800000,3058,3,2,1,213,131,2010
7.800000,3058,2,1,1,0,0,2007
7.800000,3058,4,1,1,576,147,1960
7.800000,3058,2,1,1,370,114,1910
7.800000,3058,4,1,2,633,164,1990
7.800000,3058,3,1,1,412,160,1920
7.800000,3058,1,1,1,464,62,1976
7.800000,3058,3,2,2,394,112,2016
7.800000,3058,1,2,1,807,1,1976
7.800000,3058,2,1,1,263,114,1910
7.800000,3058,2,1,1,0,86,1900
7.800000,3058,2,1,1,113,70,1970
7.800000,3058,3,2,0,559,0,0
7.800000,3058,2,1,2,537,92,1925
7.800000,3058,2,2,1,0,96,1880
7.800000,3058,2,1,1,702,73,1975
9.200000,3058,4,2,2,661,0,0
9.200000,3058,3,1,2,404,98,1950
9.200000,3058,3,1,1,178,120,2012
9.200000,3058,2,1,1,145,105,2010
9.200000,3058,4,1,3,498,90,1940
9.200000,3058,3,2,2,173,120,2010
9.200000,3058,3,1,1,427,95,1930
9.200000,3058,3,1,2,565,115,1950
9.200000,3058,3,1,2,626,108,1950
9.200000,3058,4,2,2,302,0,0
9.200000,3058,2,1,1,145,86,2008
9.200000,3058,2,1,3,586,145,1950
9.200000,3058,2,1,2,563,116,1925
9.200000,3058,3,1,2,104,138,2014
9.200000,3058,2,1,3,526,90,1940
9.200000,3058,4,3,2,501,258,2016
9.200000,3058,3,1,3,576,0,0
9.200000,3058,2,1,2,833,107,1960
9.200000,3058,4,1,2,590,231,1950
9.200000,3058,2,1,4,629,120,1960
9.200000,3058,3,1,2,307,96,1950
9.200000,3058,3,2,3,556,129,1950
9.200000,3058,3,1,1,367,0,0
9.200000,3058,3,1,3,473,0,0
9.200000,3058,2,1,1,168,0,1970
9.200000,3058,3,2,2,310,120,2010
9.200000,3058,3,2,2,376,120,2010
9.200000,3058,3,1,4,498,97,1950
9.200000,3058,4,2,2,298,231,2013
9.200000,3058,3,1,2,677,115,1950
9.200000,3058,3,2,3,472,134,1970
9.200000,3058,5,3,2,425,37,2014
9.200000,3058,2,1,1,332,105,2010
9.200000,3058,2,2,2,186,116,1925
9.200000,3058,4,1,1,973,0,0
9.200000,3058,3,1,1,407,95,1930
9.200000,3058,4,2,1,320,131,1950
9.200000,3058,3,1,2,499,105,1970
9.200000,3058,3,1,2,575,129,1960
1.600000,3066,2,1,1,115,92,1900
1.600000,3066,2,1,1,178,70,1900
1.600000,3066,2,1,1,0,129,1900
1.600000,3066,2,1,1,2886,122,1830
1.600000,3066,3,1,0,167,0,1900
1.600000,3066,2,2,1,0,153,1920
1.600000,3066,2,1,0,231,0,0
1.600000,3066,3,2,2,0,151,2000
1.600000,3066,3,2,1,15900,82,2000
1.600000,3066,2,1,1,0,97,1880
1.600000,3066,1,1,1,816,53,2000
1.600000,3066,1,1,1,2773,0,2010
1.600000,3066,1,1,1,3701,62,2005
1.600000,3066,2,1,0,117,107,1900
1.600000,3066,1,1,1,0,65,2005
1.600000,3066,3,2,1,0,190,2013
1.600000,3066,3,1,1,171,0,0
1.600000,3066,2,2,1,0,153,1920
1.600000,3066,2,1,0,130,80,1890
1.600000,3066,1,1,1,406,49,1970
1.600000,3066,3,2,1,82,82,1995
1.600000,3066,2,2,1,0,153,1920
1.600000,3066,3,1,1,282,112,1920
1.600000,3066,2,1,2,116,86,1880
1.600000,3066,3,1,0,183,104,1880
1.600000,3066,3,2,2,0,148,2005
1.600000,3066,1,1,1,0,44,1970
1.600000,3066,1,1,1,0,44,1970
1.600000,3066,2,1,0,188,107,1900
1.600000,3066,2,1,1,0,92,1900
1.600000,3066,3,2,1,150,0,1895
1.600000,3066,2,1,0,118,80,1890
1.600000,3066,1,1,1,0,52,2005
1.600000,3066,2,1,1,816,91,1900
1.600000,3066,2,1,2,159,86,1880
1.600000,3066,3,2,1,81,82,2000
1.600000,3066,2,2,1,1060,88,2010
1.600000,3066,2,2,2,0,159,1920
1.600000,3066,2,1,1,0,60,2002
1.600000,3066,3,2,1,0,190,1895
1.600000,3066,2,1,1,0,91,1900
1.600000,3066,4,1,3,0,2,1890
1.600000,3066,2,1,1,0,60,1970
1.600000,3066,2,2,1,0,114,1920
13.900000,3108,4,4,2,1157,0,0
13.900000,3108,2,1,1,65,68,1975
13.900000,3108,3,1,4,727,123,1970
13.900000,3108,4,2,2,725,150,1980
13.900000,3108,4,2,2,242,0,1965
13.900000,3108,3,1,1,638,115,1970
13.900000,3108,5,2,2,660,170,1970
13.900000,3108,4,1,2,658,138,1975
13.900000,3108,5,3,2,681,320,1985
13.900000,3108,3,2,2,819,173,1970
13.900000,3108,3,2,2,0,119,2007
13.900000,3108,4,2,2,336,176,2007
13.900000,3108,3,2,2,925,218,1960
13.900000,3108,4,3,3,655,306,2002
13.900000,3108,4,2,2,317,194,1995
13.900000,3108,3,2,2,299,135,2001
13.900000,3108,3,1,2,1073,143,1960
13.900000,3108,4,3,2,740,185,1985
13.900000,3108,4,2,2,716,155,1965
13.900000,3108,2,1,2,65,68,1975
13.900000,3108,5,3,2,656,320,1985
13.900000,3108,5,5,2,669,395,2016
13.900000,3108,4,2,2,655,170,1970
13.900000,3108,4,2,2,780,150,1980
13.900000,3108,3,2,1,203,109,1986
13.900000,3108,4,3,2,507,305,1970
13.900000,3108,3,1,2,657,0,0
13.900000,3108,4,2,2,806,170,1975
13.900000,3108,3,1,1,720,0,1960
13.900000,3108,4,1,2,657,0,0
13.900000,3108,3,2,2,0,0,0
13.900000,3108,3,1,2,1157,0,0
13.900000,3108,3,1,1,241,105,1970
13.900000,3108,4,2,3,767,306,1963
13.900000,3108,3,1,1,679,100,1960
13.900000,3108,3,1,2,657,0,0
13.900000,3108,3,2,2,118,106,2013
13.900000,3108,3,2,2,731,140,1960
13.900000,3108,3,1,1,658,140,1960
13.900000,3108,2,2,2,366,150,2013
13.900000,3108,3,2,1,728,150,1965
13.900000,3108,3,1,1,827,100,1960
13.900000,3108,4,2,2,182,160,1998
13.900000,3108,3,1,2,651,119,1970
13.900000,3108,2,1,1,145,150,1960
13.900000,3108,4,2,2,659,0,1965
13.900000,3108,4,2,2,840,160,1998
13.900000,3108,3,2,2,0,119,2007
13.900000,3108,4,3,2,654,160,1969
13.900000,3108,3,1,2,811,119,1970
13.900000,3108,4,3,2,711,275,1960
13.900000,3108,3,2,2,900,195,1970
13.900000,3108,4,3,2,654,305,1970
13.900000,3108,3,2,2,648,129,1980
13.900000,3108,5,4,2,500,429,2007
13.900000,3108,4,2,2,753,0,1965
13.900000,3108,3,2,2,267,163,1991
13.900000,3108,3,1,1,764,175,1965
13.900000,3108,2,1,1,67,68,1975
13.900000,3108,5,1,2,729,0,0
13.900000,3108,3,2,2,233,175,2012
13.900000,3108,4,3,2,650,261,1970
13.900000,3108,4,3,3,586,306,2002
13.900000,3108,3,1,1,302,120,1965
13.900000,3108,4,3,2,657,275,2010
13.900000,3108,2,1,1,746,150,1960
13.900000,3108,3,1,2,725,119,1970
13.900000,3108,3,2,2,0,163,2001
13.900000,3108,4,2,2,234,160,2009
13.900000,3108,3,1,2,109,120,2001
13.900000,3108,3,2,2,771,169,1960
13.900000,3108,3,2,2,649,150,1965
13.900000,3108,3,1,2,798,132,1960
13.900000,3108,4,2,4,769,240,1970
13.900000,3108,3,1,4,192,278,1970
13.900000,3108,4,3,2,385,0,1995
13.900000,3108,3,2,1,192,109,1986
10.300000,3084,3,2,2,963,225,1925
10.300000,3084,4,3,2,724,327,1940
10.300000,3084,3,1,2,846,180,1955
10.300000,3084,2,1,1,79,70,1970
10.300000,3084,4,3,2,723,290,1950
10.300000,3084,5,2,1,939,236,1930
10.300000,3084,2,1,1,1777,95,1970
10.300000,3084,3,2,3,871,322,1937
10.300000,3084,2,1,1,112,95,1970
10.300000,3084,3,1,1,872,136,1960
10.300000,3084,3,2,1,555,300,1988
10.300000,3084,4,2,2,1484,478,1970
10.300000,3084,3,2,2,0,148,1975
10.300000,3084,4,3,2,597,245,1940
10.300000,3084,4,3,2,1177,291,1960
8.500000,3185,2,1,2,239,110,1940
8.500000,3185,3,2,2,447,181,1920
8.500000,3185,2,1,1,221,100,1930
8.500000,3185,4,2,2,147,159,1910
8.500000,3185,2,1,1,295,100,1930
8.500000,3185,3,2,1,391,173,1905
8.500000,3185,4,1,1,489,150,1910
8.500000,3185,3,2,2,319,123,1990
8.500000,3185,2,1,2,99,92,1940
8.500000,3185,2,1,1,815,62,2008
8.500000,3185,2,1,1,0,79,1970
8.500000,3185,3,2,1,347,173,1905
8.500000,3185,3,2,2,331,112,2010
