suburb,address,rooms,type,price,method,seller,date,distance,postcode,bedroom,bathroom,car,landsize,building_area,year_built,council_area,lattitude,longitude,region_name,property_count
Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,12-11-2016,5.9,3032,3,2,2,440,120,1955,Moonee Valley,-37.774601,144.903107,Western Metropolitan,6567
Ascot Vale,8 Pentland St,3,h,1435000,S,Nelson,12-11-2016,5.9,3032,3,2,2,532,147,1950,Moonee Valley,-37.773701,144.904007,Western Metropolitan,6567
Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,12-11-2016,5.9,3032,1,1,1,0,58,1972,Moonee Valley,-37.772301,144.909393,Western Metropolitan,6567
Ascot Vale,52 Monash St,3,h,1425000,PI,Jellis,13-08-2016,5.9,3032,3,2,2,495,139,1920,Moonee Valley,-37.782101,144.905502,Western Metropolitan,6567
Ascot Vale,58 Fenton St,4,h,1340000,S,Nelson,14-05-2016,5.9,3032,3,2,2,683,232,1978,Moonee Valley,-37.775002,144.932007,Western Metropolitan,6567
Ascot Vale,70 Munro St,3,h,955000,S,Brad,14-05-2016,5.9,3032,3,1,1,263,117,1910,Moonee Valley,-37.775299,144.911606,Western Metropolitan,6567
Ascot Vale,125 Epsom Rd,4,h,1100000,VB,Nelson,15-10-2016,5.9,3032,4,2,5,559,195,1920,Moonee Valley,-37.779099,144.913605,Western Metropolitan,6567
Ascot Vale,33 Hockey La,3,h,1255000,S,Nelson,15-10-2016,5.9,3032,3,2,2,308,0,1196,Moonee Valley,-37.775902,144.933807,Western Metropolitan,6567
Ascot Vale,3/28 Ormond Rd,2,u,432000,S,Biggin,15-10-2016,5.9,3032,2,1,1,0,62,1978,Moonee Valley,-37.772999,144.930298,Western Metropolitan,6567
Ascot Vale,7 Angler Pde,4,h,1640000,S,Raine,16-04-2016,5.9,3032,4,3,2,562,204,1890,Moonee Valley,-37.782001,144.903,Western Metropolitan,6567
Ascot Vale,26 Ayr St,6,h,1430000,S,Nelson,16-04-2016,5.9,3032,4,2,1,461,286,1900,Moonee Valley,-37.779999,144.929504,Western Metropolitan,6567
Ascot Vale,2/127 Epsom Rd,2,u,610000,SP,Brad,16-04-2016,5.9,3032,2,1,1,301,104,1995,Moonee Valley,-37.779099,144.914001,Western Metropolitan,6567
Ascot Vale,57 The Parade,3,h,940000,S,Nelson,16-04-2016,5.9,3032,3,3,1,491,127,1950,Moonee Valley,-37.772701,144.913605,Western Metropolitan,6567
Ascot Vale,62 Mirams St,3,h,890000,SP,Brad,16-07-2016,5.9,3032,3,1,1,242,110,1920,Moonee Valley,-37.776501,144.911407,Western Metropolitan,6567
Ascot Vale,67 Hurtle St,3,h,1180000,SP,Brad,17-09-2016,5.9,3032,3,2,2,617,149,1930,Moonee Valley,-37.7742,144.906006,Western Metropolitan,6567
Ascot Vale,95 Walter St,4,h,1480000,S,Raine,17-09-2016,5.9,3032,4,2,2,597,180,1939,Moonee Valley,-37.7757,144.908798,Western Metropolitan,6567
Ascot Vale,15 Bayview Tce,2,h,1150000,S,Brad,18-03-2017,5.9,3032,2,1,1,387,0,1196,Moonee Valley,-37.773399,144.919098,Western Metropolitan,6567
Ascot Vale,57 Monash St,3,h,1350000,S,Brad,18-03-2017,5.9,3032,3,1,3,575,0,1196,Moonee Valley,-37.782799,144.904907,Western Metropolitan,6567
Ascot Vale,54 South St,5,h,1905000,S,Nelson,18-03-2017,5.9,3032,5,2,2,521,0,1196,Moonee Valley,-37.777802,144.926102,Western Metropolitan,6567
Ascot Vale,3/8 Walter St,2,t,865000,SP,Nelson,18-03-2017,5.9,3032,2,2,1,146,132,2015,Moonee Valley,-37.771301,144.903793,Western Metropolitan,6567
Ascot Vale,2/225 Maribyrnong Rd,2,t,705000,S,Brad,18-06-2016,5.9,3032,2,2,1,113,0,1998,Moonee Valley,-37.771198,144.908798,Western Metropolitan,6567
Ascot Vale,12/9 Milton St,2,u,442000,S,Alexkarbon,18-06-2016,5.9,3032,2,1,1,0,62,1975,Moonee Valley,-37.7733,144.921906,Western Metropolitan,6567
Ascot Vale,107/8 Burrowes St,2,u,540000,S,Jellis,19-11-2016,5.9,3032,2,2,1,0,0,1196,Moonee Valley,-37.778599,144.914093,Western Metropolitan,6567
Ascot Vale,21A Geddes St,3,h,1037500,S,Alexkarbon,19-11-2016,5.9,3032,3,1,2,506,110,1920,Moonee Valley,-37.777901,144.9133,Western Metropolitan,6567
Ascot Vale,1/20 Newsom St,3,t,1050000,S,Jellis,19-11-2016,5.9,3032,3,2,2,318,160,2013,Moonee Valley,-37.774399,144.903503,Western Metropolitan,6567
Ascot Vale,4/27 Roseberry St,2,u,440000,S,McDonald,19-11-2016,5.9,3032,2,1,1,0,65,1970,Moonee Valley,-37.774899,144.913696,Western Metropolitan,6567
Ascot Vale,126 The Parade,2,h,1010000,S,Brad,19-11-2016,5.9,3032,2,1,1,325,0,1196,Moonee Valley,-37.772202,144.911697,Western Metropolitan,6567
Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,Nelson,22-05-2016,5.9,3032,4,2,0,418,158,1900,Moonee Valley,-37.7766,144.918701,Western Metropolitan,6567
Ascot Vale,6/17 Geddes St,2,u,570000,VB,Nelson,22-05-2016,5.9,3032,2,1,1,0,0,1196,Moonee Valley,-37.777901,144.913696,Western Metropolitan,6567
Ascot Vale,1/60 The Parade,2,u,690000,S,Brad,22-05-2016,5.9,3032,2,1,1,0,0,1196,Moonee Valley,-37.7728,144.916901,Western Metropolitan,6567
Ascot Vale,45 Bloomfield Rd,3,h,1291000,S,Brad,23-04-2016,5.9,3032,3,1,2,414,0,1196,Moonee Valley,-37.7766,144.918503,Western Metropolitan,6567
Ascot Vale,21 Middle St,3,h,1130000,S,Nelson,23-04-2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley,-37.777401,144.927994,Western Metropolitan,6567
Ascot Vale,78 Francis St,3,h,1135000,S,Brad,24-09-2016,5.9,3032,3,1,1,296,104,1910,Moonee Valley,-37.777,144.917603,Western Metropolitan,6567
Ascot Vale,25 Geddes St,4,h,950000,PI,Nelson,24-09-2016,5.9,3032,4,2,1,298,147,1920,Moonee Valley,-37.777802,144.913101,Western Metropolitan,6567
Ascot Vale,106/246 Union Rd,3,u,790000,PI,Weda,24-09-2016,5.9,3032,3,2,1,0,148,1196,Moonee Valley,-37.772202,144.916306,Western Metropolitan,6567
Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,Jellis,25-02-2017,5.9,3032,2,1,1,1957,69,2012,Moonee Valley,-37.773102,144.907394,Western Metropolitan,6567
Ascot Vale,15 Mirams St,4,h,1345000,S,Jellis,25-02-2017,5.9,3032,4,1,1,552,155,1920,Moonee Valley,-37.776901,144.913803,Western Metropolitan,6567
Ascot Vale,44 Walter St,3,h,1381500,S,Barry,25-02-2017,5.9,3032,3,2,2,416,168,1900,Moonee Valley,-37.772701,144.905502,Western Metropolitan,6567
Ascot Vale,25 Dalgety Dr,3,h,940000,S,Jellis,26-07-2016,5.9,3032,3,2,2,285,172,2011,Moonee Valley,-37.777802,144.906097,Western Metropolitan,6567
Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,26-07-2016,5.9,3032,3,2,1,314,177,2010,Moonee Valley,-37.777802,144.904205,Western Metropolitan,6567
Ascot Vale,37 Epsom Rd,3,h,1050000,SP,Frank,26-07-2016,5.9,3032,3,1,3,536,0,1196,Moonee Valley,-37.7728,144.907593,Western Metropolitan,6567
Ascot Vale,6 Waller Ct,3,h,786000,S,Brad,26-07-2016,5.9,3032,3,2,1,576,120,1940,Moonee Valley,-37.781601,144.921707,Western Metropolitan,6567
Ascot Vale,17 Ascot St,2,h,705000,PI,Nelson,27-06-2016,5.9,3032,2,1,3,252,108,1910,Moonee Valley,-37.782501,144.920593,Western Metropolitan,6567
Ascot Vale,73 Kent St,2,h,760000,PI,Nelson,27-06-2016,5.9,3032,2,1,1,124,77,1900,Moonee Valley,-37.780701,144.928497,Western Metropolitan,6567
Ascot Vale,9/129 The Parade,3,u,487500,S,Hodges,27-06-2016,5.9,3032,3,1,3,0,0,1972,Moonee Valley,-37.772301,144.909393,Western Metropolitan,6567
Ascot Vale,1 East St,3,t,1000000,S,Nelson,27-11-2016,5.9,3032,3,2,2,200,144,2003,Moonee Valley,-37.7766,144.927704,Western Metropolitan,6567
Ascot Vale,32 Geddes St,4,h,1110000,PI,Nelson,27-11-2016,5.9,3032,4,2,1,349,0,1920,Moonee Valley,-37.7775,144.912994,Western Metropolitan,6567
Ascot Vale,30 Mirams St,4,h,1300000,PI,Jellis,27-11-2016,5.9,3032,4,1,4,664,0,1196,Moonee Valley,-37.776501,144.913193,Western Metropolitan,6567
Ascot Vale,43 Mirams St,3,h,1060000,PI,Nelson,27-11-2016,5.9,3032,3,1,1,555,0,1196,Moonee Valley,-37.776699,144.912506,Western Metropolitan,6567
Ascot Vale,45 Mirams St,3,h,1410000,PI,Nelson,27-11-2016,5.9,3032,3,2,2,459,0,1196,Moonee Valley,-37.776699,144.912399,Western Metropolitan,6567
Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,Barry,28-05-2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley,-37.776798,144.922302,Western Metropolitan,6567
Ascot Vale,26 Milton St,3,h,932500,S,Nelson,28-05-2016,5.9,3032,3,2,1,254,0,1196,Moonee Valley,-37.7738,144.921494,Western Metropolitan,6567
Ascot Vale,10 Ayr St,3,h,965000,S,Alexkarbon,28-08-2016,5.9,3032,3,1,0,216,0,1196,Moonee Valley,-37.779202,144.929703,Western Metropolitan,6567
Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,Stockdale,28-08-2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley,-37.776199,144.917404,Western Metropolitan,6567
Ascot Vale,1/91 Epsom Rd,2,u,545000,S,Nelson,28-08-2016,5.9,3032,2,1,2,194,71,1900,Moonee Valley,-37.777199,144.911804,Western Metropolitan,6567
Ascot Vale,5 Doncaster St,4,h,1705000,S,Jellis,30-07-2016,5.9,3032,4,2,4,598,273,2012,Moonee Valley,-37.777401,144.9104,Western Metropolitan,6567
Ascot Vale,6 McCully St,3,h,970000,S,Nelson,30-07-2016,5.9,3032,2,1,1,194,0,1196,Moonee Valley,-37.7756,144.921005,Western Metropolitan,6567
Ascot Vale,75 Munro St,2,h,925000,S,Barry,30-07-2016,5.9,3032,2,1,1,407,0,1196,Moonee Valley,-37.7756,144.910507,Western Metropolitan,6567
Ashburton,61 Dent St,4,h,2650000,S,Marshall,03-09-2016,11,3147,4,3,2,753,399,2015,Boroondara,-37.866901,145.076706,Southern Metropolitan,3052
Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,03-12-2016,11,3147,3,2,2,599,220,1930,Boroondara,-37.867298,145.068802,Southern Metropolitan,3052
Ashburton,1/17 Ashburn Gr,3,t,955000,S,Buxton,03-12-2016,11,3147,3,2,2,203,0,1196,Boroondara,-37.865501,145.080704,Southern Metropolitan,3052
Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,03-12-2016,11,3147,3,3,4,310,315,2014,Boroondara,-37.874001,145.071396,Southern Metropolitan,3052
Ashburton,101/218 High St,2,u,500000,VB,Fletchers,04-03-2017,11,3147,2,1,1,710,0,2010,Boroondara,-37.863602,145.079407,Southern Metropolitan,3052
Ashburton,51 Victory Bvd,2,h,1575000,S,Jellis,04-03-2017,11,3147,2,1,2,679,0,1196,Boroondara,-37.868999,145.082199,Southern Metropolitan,3052
Ashburton,3 Dunlop St,3,h,1555000,S,Jellis,04-06-2016,11,3147,3,2,2,731,149,1935,Boroondara,-37.8666,145.067596,Southern Metropolitan,3052
Ashburton,16a Nicholas St,3,h,1100000,PI,Marshall,08-10-2016,11,3147,3,3,2,276,178,2004,Boroondara,-37.8699,145.077805,Southern Metropolitan,3052
Ashburton,5 Nicholas St,3,h,1337000,S,Buxton,08-10-2016,11,3147,3,1,2,583,112,1950,Boroondara,-37.8685,145.078598,Southern Metropolitan,3052
Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,10-09-2016,11,3147,9,7,4,1472,618,2009,Boroondara,-37.872898,145.078796,Southern Metropolitan,3052
Ashburton,33 Eleanor St,4,h,2215000,SP,Marshall,10-09-2016,11,3147,4,2,1,681,0,1940,Boroondara,-37.861198,145.0858,Southern Metropolitan,3052
Ashburton,1/1 Nairn St,3,h,1518000,S,Jellis,10-09-2016,11,3147,3,2,2,516,145,1920,Boroondara,-37.8675,145.066803,Southern Metropolitan,3052
Ashburton,9 Gona Ct,3,h,1710000,S,hockingstuart,10-12-2016,11,3147,3,1,2,806,101,1950,Boroondara,-37.869499,145.084,Southern Metropolitan,3052
Ashburton,45 Yuile St,3,h,1655000,S,Jellis,10-12-2016,11,3147,3,1,3,780,152,1940,Boroondara,-37.859901,145.081497,Southern Metropolitan,3052
Ashburton,47 Yuile St,4,h,1550000,VB,Marshall,12-11-2016,11,3147,4,2,2,780,180,1938,Boroondara,-37.860001,145.081696,Southern Metropolitan,3052
Ashburton,6a Glen Rd,3,h,1662000,S,Jellis,14-05-2016,11,3147,3,2,2,351,228,2006,Boroondara,-37.874199,145.070007,Southern Metropolitan,3052
Ashburton,18 Glen Rd,3,h,1665000,S,Jellis,15-10-2016,11,3147,3,2,3,702,145,1945,Boroondara,-37.873699,145.069504,Southern Metropolitan,3052
Ashburton,95 Nicholas St,2,h,1445000,S,Jellis,16-04-2016,11,3147,2,1,2,704,0,1196,Boroondara,-37.8745,145.073807,Southern Metropolitan,3052
Ashburton,29A Yuile St,5,h,3510000,S,Jellis,18-03-2017,11,3147,5,5,2,755,444,2015,Boroondara,-37.859798,145.079605,Southern Metropolitan,3052
Ashburton,3/75 Victory Bvd,3,t,968000,S,Jellis,18-06-2016,11,3147,3,1,1,227,0,1196,Boroondara,-37.870899,145.085693,Southern Metropolitan,3052
Ashburton,2/17 Ashburn Gr,3,t,900000,S,Jellis,19-11-2016,11,3147,3,2,2,153,110,1990,Boroondara,-37.865501,145.080795,Southern Metropolitan,3052
Ashburton,4 Baker Pde,3,h,1500000,S,hockingstuart,22-05-2016,11,3147,3,1,2,545,0,1196,Boroondara,-37.8605,145.083298,Southern Metropolitan,3052
Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,22-08-2016,11,3147,6,4,2,1075,390,2010,Boroondara,-37.871399,145.072998,Southern Metropolitan,3052
Ashburton,3 Mustang Ct,3,h,1500000,VB,Jellis,22-08-2016,11,3147,3,2,2,710,139,1945,Boroondara,-37.865299,145.089706,Southern Metropolitan,3052
Ashburton,63 Dent St,4,h,1800000,S,Jellis,25-02-2017,11,3147,4,2,4,749,206,1950,Boroondara,-37.866901,145.076996,Southern Metropolitan,3052
Ashburton,4 Vears Rd,3,h,1830000,S,Jellis,25-02-2017,11,3147,3,2,3,724,168,1940,Boroondara,-37.8619,145.087906,Southern Metropolitan,3052
Ashburton,14 Lucerne St,3,h,1415000,S,Buxton,27-06-2016,11,3147,3,1,1,605,111,1950,Boroondara,-37.8703,145.077393,Southern Metropolitan,3052
Ashburton,5 Pitt St,2,h,1440000,PI,Jellis,27-06-2016,11,3147,2,1,1,687,104,1940,Boroondara,-37.872002,145.069199,Southern Metropolitan,3052
Ashburton,1/65 Ashburn Gr,4,t,1250000,VB,Noel,27-11-2016,11,3147,4,2,2,321,199,2007,Boroondara,-37.869301,145.080002,Southern Metropolitan,3052
Ashburton,12 Meaden St,3,h,1422000,S,Buxton,27-11-2016,11,3147,3,1,2,583,0,1196,Boroondara,-37.867901,145.078094,Southern Metropolitan,3052
Ashburton,48 Nicholas St,5,h,1600000,S,Marshall,27-11-2016,11,3147,5,3,4,700,266,1950,Boroondara,-37.872398,145.075806,Southern Metropolitan,3052
Ashburton,5 Taylor St,4,h,1860000,S,Jellis,27-11-2016,11,3147,4,2,3,696,274,2000,Boroondara,-37.871101,145.0746,Southern Metropolitan,3052
Ashburton,1/7 Y St,3,t,1710000,S,Marshall,27-11-2016,11,3147,3,2,2,295,0,1990,Boroondara,-37.8624,145.079803,Southern Metropolitan,3052
Ashburton,33 Highgate Gr,4,h,1790000,PI,hockingstuart,28-05-2016,11,3147,4,2,2,514,240,1935,Boroondara,-37.866402,145.077194,Southern Metropolitan,3052
Ashburton,9 Pitt St,4,h,1950000,S,Tim,28-05-2016,11,3147,4,2,2,844,278,1940,Boroondara,-37.871498,145.068802,Southern Metropolitan,3052
Ashburton,9 Ward St,3,h,1600000,S,Fletchers,28-05-2016,11,3147,3,1,2,637,0,1196,Boroondara,-37.864498,145.079697,Southern Metropolitan,3052
Ashburton,159 Ashburn Gr,3,h,1320000,PI,Marshall,28-08-2016,11,3147,3,1,2,1063,0,1196,Boroondara,-37.875198,145.075394,Southern Metropolitan,3052
Ashburton,19 Poulter St,3,h,1650000,S,Marshall,28-08-2016,11,3147,3,1,1,697,164,1947,Boroondara,-37.863602,145.090302,Southern Metropolitan,3052
Ashwood,18 Teck St,2,h,995000,S,Tim,03-09-2016,12.2,3147,2,1,1,583,0,1950,Monash,-37.869301,145.1082,Southern Metropolitan,2894
Ashwood,28 Raymond St,3,h,1250000,S,Woodards,03-12-2016,12.2,3147,3,1,1,842,0,1196,Monash,-37.867001,145.109207,Southern Metropolitan,2894
Ashwood,31a Douglas St,3,u,1045000,S,Tim,04-03-2017,12.2,3147,3,2,2,467,0,1196,Monash,-37.863899,145.096802,Southern Metropolitan,2894
Ashwood,1/53 Winbirra Pde,4,h,1200000,SP,Purplebricks,04-03-2017,12.2,3147,4,3,2,372,201,2016,Monash,-37.871601,145.099899,Southern Metropolitan,2894
Ashwood,18 Montrose St,2,h,1075000,VB,Jellis,04-06-2016,12.2,3147,2,1,2,695,114,1950,Monash,-37.8694,145.094406,Southern Metropolitan,2894
Ashwood,4 Scenic Dr,4,h,1500000,S,Fletchers,06-08-2016,12.2,3147,2,2,2,621,203,2000,Monash,-37.8647,145.102295,Southern Metropolitan,2894
Ashwood,8 Rocklands Rd,3,h,1120000,S,Tim,07-05-2016,12.2,3147,3,1,2,723,0,1196,Monash,-37.864201,145.110901,Southern Metropolitan,2894
Ashwood,1/7 Farmer St,2,t,700000,S,hockingstuart,07-11-2016,12.2,3147,2,1,2,367,110,1970,Monash,-37.866199,145.108994,Southern Metropolitan,2894
Ashwood,1/136 High Street Rd,3,h,761000,PI,Fletchers,07-11-2016,12.2,3147,3,2,4,400,94,1950,Monash,-37.8675,145.106003,Southern Metropolitan,2894
Ashwood,10 Maroondah Rd,4,h,1270000,SP,Buxton,08-10-2016,12.2,3147,4,2,1,724,0,1196,Monash,-37.865101,145.110901,Southern Metropolitan,2894
Ashwood,4 Peppermint Ct,4,h,1510000,S,Buxton,08-10-2016,12.2,3147,4,2,2,526,0,1196,Monash,-37.8661,145.101303,Southern Metropolitan,2894
Ashwood,35 Douglas St,3,h,1365000,S,Fletchers,10-09-2016,12.2,3147,3,1,1,792,792,1950,Monash,-37.863998,145.097198,Southern Metropolitan,2894
Ashwood,95 Huntingdale Rd,4,h,1100000,VB,Tim,10-12-2016,12.2,3147,3,2,2,803,152,1970,Monash,-37.862099,145.112595,Southern Metropolitan,2894
Ashwood,8 Maroondah Rd,4,h,1415000,S,Buxton,13-08-2016,12.2,3147,4,3,2,724,0,1196,Monash,-37.865101,145.110703,Southern Metropolitan,2894
Ashwood,1/7 Murra Ct,2,u,690000,S,Ray,14-05-2016,12.2,3147,2,1,1,216,90,2003,Monash,-37.871101,145.1017,Southern Metropolitan,2894
Ashwood,58 Ashwood Dr,3,h,1631000,S,Jellis,15-10-2016,12.2,3147,3,2,3,782,215,1950,Monash,-37.862099,145.102097,Southern Metropolitan,2894
Ashwood,3 Harold St,4,h,1500000,S,Buxton,15-10-2016,12.2,3147,4,2,1,593,255,1930,Monash,-37.865501,145.095993,Southern Metropolitan,2894
Ashwood,9 Katta Ct,3,h,1060000,S,Harcourts,16-07-2016,12.2,3147,2,1,2,772,0,1196,Monash,-37.870701,145.103607,Southern Metropolitan,2894
Ashwood,16 Scenic Dr,5,h,1529500,S,Buxton,17-09-2016,12.2,3147,5,3,2,585,317,2000,Monash,-37.863701,145.102402,Southern Metropolitan,2894
Ashwood,4/36 Queens Pde,2,u,600000,S,Noel,18-03-2017,12.2,3147,2,1,1,153,80,1970,Monash,-37.869598,145.096207,Southern Metropolitan,2894
Ashwood,4/24 Mulgrave St,2,u,535000,S,Woodards,18-06-2016,12.2,3147,2,1,1,72,0,1196,Monash,-37.870201,145.104202,Southern Metropolitan,2894
Ashwood,147 Huntingdale Rd,3,h,785000,S,Buxton,19-11-2016,12.2,3147,3,1,1,557,0,1960,Monash,-37.8671,145.111694,Southern Metropolitan,2894
Ashwood,17 Parkhill Dr,4,h,1240000,S,Tim,19-11-2016,12.2,3147,4,2,2,766,192,1950,Monash,-37.8629,145.109695,Southern Metropolitan,2894
Ashwood,2/6 Murra Ct,2,u,700000,S,hockingstuart,22-08-2016,12.2,3147,2,1,2,192,88,2007,Monash,-37.870899,145.102005,Southern Metropolitan,2894
Ashwood,12 Leonard St,4,h,1350000,S,Buxton,24-09-2016,12.2,3147,4,2,1,727,0,1196,Monash,-37.866901,145.110596,Southern Metropolitan,2894
Ashwood,4 Teck St,2,h,1110000,S,Fletchers,24-09-2016,12.2,3147,2,1,1,586,86,1950,Monash,-37.868301,145.1082,Southern Metropolitan,2894
Ashwood,14 Ashwood Dr,3,h,1305000,S,Jellis,25-02-2017,12.2,3147,3,1,1,760,120,1960,Monash,-37.858002,145.103806,Southern Metropolitan,2894
Ashwood,1/2 Condah Ct,3,h,855000,S,Noel,25-02-2017,12.2,3147,3,2,1,320,85,1958,Monash,-37.869999,145.110306,Southern Metropolitan,2894
Ashwood,1/16 Raymond St,3,t,900500,S,Jellis,27-11-2016,12.2,3147,3,2,2,256,134,2012,Monash,-37.865501,145.109604,Southern Metropolitan,2894
Ashwood,4 Newbury Ct,3,h,1200000,VB,Buxton,28-05-2016,12.2,3147,3,2,2,839,198,1970,Monash,-37.861401,145.109802,Southern Metropolitan,2894
Ashwood,2/53 Salisbury Rd,3,t,830000,S,Barry,28-08-2016,12.2,3147,2,1,2,212,130,2012,Monash,-37.872299,145.108902,Southern Metropolitan,2894
Avondale Heights,8 Norma Ct,3,h,850000,S,Moonee,03-09-2016,10.5,3034,3,1,1,593,118,1970,Moonee Valley,-37.7677,144.867401,Western Metropolitan,4502
Avondale Heights,9 Rogerson St,3,h,750000,SP,Moonee,03-09-2016,10.5,3034,3,1,1,0,103,1980,Moonee Valley,-37.763401,144.861099,Western Metropolitan,4502
Avondale Heights,157 Canning St,3,t,851000,S,Nelson,03-12-2016,10.5,3034,3,3,1,557,181,2017,Moonee Valley,-37.77,144.857193,Western Metropolitan,4502
Avondale Heights,105 Canning St,3,h,848000,S,Nelson,04-03-2017,10.5,3034,3,1,2,542,0,1196,Moonee Valley,-37.770599,144.8629,Western Metropolitan,4502
Avondale Heights,36 Wood St,4,h,806000,S,Moonee,04-03-2017,10.5,3034,4,2,1,350,0,2008,Moonee Valley,-37.767601,144.858994,Western Metropolitan,4502
Avondale Heights,2 Arbor Tce,4,h,1155000,S,Nelson,04-06-2016,10.5,3034,3,2,2,569,225,2008,Moonee Valley,-37.7654,144.865494,Western Metropolitan,4502
Avondale Heights,3 Karen Ct,3,h,670000,VB,Nelson,04-06-2016,10.5,3034,3,2,2,671,0,1196,Moonee Valley,-37.7593,144.871002,Western Metropolitan,4502
Avondale Heights,6 Lovett Dr,4,h,1200000,S,Nelson,04-06-2016,10.5,3034,4,5,4,673,0,1196,Moonee Valley,-37.754501,144.873596,Western Metropolitan,4502
Avondale Heights,12 Skewes St,3,h,636000,S,Nelson,04-06-2016,10.5,3034,2,1,2,571,0,1196,Moonee Valley,-37.760502,144.858093,Western Metropolitan,4502
Avondale Heights,68 Thompson St,3,h,680000,S,Nelson,06-08-2016,10.5,3034,3,1,2,570,120,1970,Moonee Valley,-37.759102,144.854202,Western Metropolitan,4502
Avondale Heights,14 Lovett Dr,4,h,1160000,S,Moonee,07-05-2016,10.5,3034,4,3,2,789,0,1196,Moonee Valley,-37.7537,144.872894,Western Metropolitan,4502
Avondale Heights,31 Duke St,3,h,750000,S,Barry,08-10-2016,10.5,3034,3,1,1,529,0,1196,Moonee Valley,-37.772099,144.857605,Western Metropolitan,4502
Avondale Heights,97 Military Rd,3,h,627500,SP,Moonee,08-10-2016,10.5,3034,3,1,1,550,143,1970,Moonee Valley,-37.763199,144.862198,Western Metropolitan,4502
Avondale Heights,21 River Dr,3,t,880000,S,Moonee,08-10-2016,10.5,3034,3,2,2,339,0,1196,Moonee Valley,-37.7519,144.853394,Western Metropolitan,4502
Avondale Heights,3 Clive Ct,4,h,950000,S,Moonee,10-12-2016,10.5,3034,4,3,3,761,281,1970,Moonee Valley,-37.752399,144.871399,Western Metropolitan,4502
Avondale Heights,22 Warrick Ct,4,h,1600000,PI,Nelson,10-12-2016,10.5,3034,4,3,3,1801,0,1196,Moonee Valley,-37.753201,144.876602,Western Metropolitan,4502
Avondale Heights,2/6 Nelson Ct,2,t,585000,S,Barry,11-02-2017,10.5,3034,2,1,1,136,0,2012,Moonee Valley,-37.762299,144.861298,Western Metropolitan,4502
Avondale Heights,7 Monmouth St,3,h,650000,SP,Moonee,15-10-2016,10.5,3034,3,1,3,574,0,1196,Moonee Valley,-37.762699,144.856995,Western Metropolitan,4502
Avondale Heights,15 River Dr,3,h,725000,SP,Moonee,15-10-2016,10.5,3034,3,1,4,606,0,1196,Moonee Valley,-37.751999,144.854004,Western Metropolitan,4502
Avondale Heights,16a Arbor Tce,3,u,665000,S,Brad,16-04-2016,10.5,3034,3,2,1,289,0,1196,Moonee Valley,-37.7644,144.865707,Western Metropolitan,4502
Avondale Heights,40a Herbert St,3,h,560500,S,Nelson,16-04-2016,10.5,3034,3,1,1,177,0,1196,Moonee Valley,-37.766399,144.858307,Western Metropolitan,4502
Avondale Heights,185 Military Rd,3,h,615000,SP,Moonee,16-07-2016,10.5,3034,3,1,2,649,0,1196,Moonee Valley,-37.757999,144.860001,Western Metropolitan,4502
Avondale Heights,33 Wood St,3,h,845000,S,Nelson,16-07-2016,10.5,3034,3,1,3,704,0,1196,Moonee Valley,-37.768101,144.859207,Western Metropolitan,4502
Avondale Heights,14 Herbert St,3,h,585000,SA,Barry,17-09-2016,10.5,3034,3,1,2,322,0,1196,Moonee Valley,-37.7686,144.857605,Western Metropolitan,4502
Avondale Heights,2/10 Military Rd,2,u,440000,S,Nelson,18-03-2017,10.5,3034,2,1,1,263,0,1999,Moonee Valley,-37.769699,144.865707,Western Metropolitan,4502
Avondale Heights,9 Willow Dr,3,h,850000,S,Moonee,18-03-2017,10.5,3034,3,1,2,766,149,1196,Moonee Valley,-37.752201,144.851807,Western Metropolitan,4502
Avondale Heights,8 Westminster Dr,5,h,850000,SP,Moonee,18-06-2016,10.5,3034,5,2,4,574,0,1196,Moonee Valley,-37.763901,144.861496,Western Metropolitan,4502
Avondale Heights,8 Herbert St,3,h,705000,S,Nelson,22-05-2016,10.5,3034,3,1,1,581,106,1960,Moonee Valley,-37.7691,144.857498,Western Metropolitan,4502
Avondale Heights,2 Hillman Ct,4,h,1100000,VB,Brad,22-05-2016,10.5,3034,4,3,2,873,395,1992,Moonee Valley,-37.760899,144.863907,Western Metropolitan,4502
Avondale Heights,20 Westminster Dr,3,h,892500,S,Nelson,22-05-2016,10.5,3034,3,1,1,586,118,1965,Moonee Valley,-37.764198,144.860306,Western Metropolitan,4502
Avondale Heights,8 Moffat St,3,h,695000,S,HAR,23-04-2016,10.5,3034,3,1,2,588,0,1196,Moonee Valley,-37.771,144.858597,Western Metropolitan,4502
